reviewtext,rating
"[['chest', 'woman', 'wear', 'thesis'], ['difficult', 'tape', 'imagine', 'boob'], ['write', 'review', 'dont'], ['intend', 'wear', 'strapless', 'bra', 'support', 'expect']]",1.0
"[['38d', 'bra', 'victoria', 'secret', 'playtex', 'bare', 'tooooooo', 'tight'], ['cup', 'reviewer', 'mention', 'feel', 'torpedo', 'chest'], ['recommend'], ['love', 'playtex', 'bra', 'mistake']]",1.0
"[['buy', '40ddd'], ['bra', 'offensively', 'ugly', 'clumsy'], ['lot', 'pad', 'breast', 'enormous', 'cup', 'mould', 'playtex', 'pointy'], ['stun', 'horrible'], ['underwire', 'band', 'uncomfortable', 'dont', 'not_flat', 'not_chafe', 'not_rub'], ['learn', 'lesson'], ['buy', 'playtex']]",1.0
"[['bra', 'fit', 'cup', 'desire'], ['boob', 'wont', 'flop', 'theyll', 'freaky']]",1.0
"[['ordred', 'queen', 'size'], ['child', '6x', 'tights'], ['leg']]",1.0
"[['idea', 'pop', 'easily']]",1.0
"[['terrible'], ['purchase', 'pack', 'package', 'discover', 'pull', 'lead', 'duringafter'], ['pair', 'discover', 'whilst', 'length', 'stocking', 'fine', 'spandexelastic', 'weak', 'fell', 'fit'], ['sheer'], ['purchase', 'fantasy', 'black', 'tights', 'color'], ['unhappy', 'product', 'return', 'refund']]",1.0
"[['guess', 'thy', 'stocking', 'rubbery', 'hold', 'sore', 'wear', 'guess', 'dues', 'matter', 'sensitive']]",1.0
"[['wear', 'buy'], ['fit', 'scratchy', 'material']]",1.0
"[['casual', 'bra', 'wear', 'yard', 'choose', 'base', 'review', 'price'], ['bra', 'fashion', 'nipple'], ['material', 'fail', 'stretch', 'adapt', 'breast', 'dimension', 'tight', 'loose'], ['uncomfortable', 'tight'], ['bali', 'durable', 'hold', 'cheap', 'bra', 'positive', 'review', 'star'], ['fitting', 'comfortable', 'bra', 'victorias', 'secret', 'wireless', 'cotton', 'bra'], ['smooth', 'coverage', 'excellent', 'support', 'wont', 'wear']]",1.0
"[['itchy', 'pointy', 'uncomfortable'], ['heck', 'bra', 'review'], ['star']]",1.0
"[['wow'], ['listen', 'review'], ['comfortable', 'isnt'], ['edge', 'scratchy', 'torpedo', 'move', 'bra'], ['completely', 'scratchy', 'feeling'], ['return']]",1.0
"[['doubt', 'anyones', 'shape', 'rate', 'fabric', 'comfortable', 'scratchy'], ['picture']]",1.0
"[['bra', 'breasted', 'woman', 'planning', 'torpedo'], ['bra'], ['38ddd', 'happy', 'bra'], ['breasted', 'woman', 'enjoy', 'pointy', 'breast']]",1.0
"[['fit'], ['buy', 'influence', 'fit', 'sized', 'woman', 'perfectly'], ['dont', 'not_fool'], ['bra', 'sized', 'woman', 'bust'], ['picture'], ['wire', 'uncomfortable'], ['buy', 'wire', 'bra', 'poke', 'death', 'digging', 'breast'], ['front', 'bra', 'stick', 'wire', 'cleavage', 'visible'], ['picnic'], ['reach', 'snap', 'shut', 'refuse', 'short'], ['snap'], ['horrible', 'tight'], ['adjust', 'strap', 'bit', 'breast', 'stick', 'muffin'], ['thinking', 'bra', 'skinny', 'people', 'picture'], ['buy', 'bra', 'buy', 'size', 'size', 'disappoint'], ['price', 'bra'], ['materiel', 'horrible', 'stiff', 'softness']]",1.0
"[['expensive', 'cheap', 'quality', 'product'], ['plastic', 'slippery', 'bra', 'attempt', 'adjust', 'liking', 'raise', 'bra', 'strap', 'shoulder', 'adjustment', 'clip', 'sliprevert', 'start', 'adjust'], ['weight', 'andor', 'breast', 'size', 'cup', 'defunct', 'product'], ['company', 'buy', 'amazon'], ['lady', 'grace', 'outrageous', 'shipping', 'cost'], ['piece', 'crap', 'half', 'cost', 'ship', 'company', 'charge', 'unreasonable', 'shipping', 'fee', 'pay', 'mail', 'unwelcomed', 'catalog', 'cheap', 'gadget', 'throw', 'recycle', 'bin']]",1.0
"[['hanes', 'pantyhose', 'cd', 'size', 'cd'], ['short'], ['size', 'false', 'advertisement'], ['amazon', 'sell', 'defect', 'size', 'brandstyle']]",1.0
"[['style', 'sandalfoot', 'reinforce', 'toe']]",1.0
"[['weight', 'texture', 'send'], ['wait', 'credit'], ['weight', 'expensive']]",1.0
"[['thig', 'huge', 'wear', 'size', '38ddd', 'figure', 'fine', '40ddd', 'strap', 'huge'], ['tighten', 'expect', 'boob', 'lot', 'close', 'belly', 'button', 'shoulder'], ['cut', 'inch', 'strap', 'resew', 'wearable', 'fabric', 'worthless', 'absolutely', 'naked']]",1.0
"[['online', 'bra', 'delicious'], ['hold', 'baby', 'nice', 'fashionable'], ['baby'], ['34felinaharlowunlined', 'demibra'], ['34they', 'didnt', 'not_feel', 'not_comfortable', 'not_safe', 'not_walking', 'not_play'], ['bra', 'design', 'baby', 'hold', 'baby', 'bit', 'shady', 'felinalady'], ['dig']]",1.0
"[['excited', 'bra', '38d', 'wire', 'fit', 'support', 'boob', 'cut', 'close'], ['cup', 'tad', 'tailor', 'suppose', 'return', '38c', 'hoping', 'underwire', 'bit', 'correct', 'cup', 'size'], ['cup', 'size', 'alright', 'underwire', 'narrow', 'underwire', 'boob'], ['pull', 'boob', 'center'], ['push', 'sternum'], ['material', 'super', 'scratchy', 'uncomfortable', 'bc', 'picture', 'pretty', 'material']]",1.0
"[['bra', 'suuuuuper'], ['cup', 'band', 'size']]",1.0
"[['wear', 'pair', 'didnt'], ['fabric', 'leg', 'band', 'narrow']]",1.0
"[['fit', 'sack', 'style', 'mother', 'wear', 'life'], ['nice'], ['dont', 'not_wear', 'not_tiny', 'not_underwear', 'not_fabric', 'not_pair'], ['yuck']]",1.0
"[['huge', 'size'], ['jockey', 'product', 'style', 'size'], ['fit', 'fashion']]",1.0
"[['quality', 'item', 'fine', 'size', 'package'], ['reorder', 'inconsistency'], ['recommend']]",1.0
"[['horrible', 'smell', 'asthmatic', 'attack', 'arrive'], ['buy', 'jockey', 'underwear', 'trash'], ['waste', 'lot', 'money'], ['shame', 'jockey'], ['allergy', 'asthma', 'buy', 'unscented', 'product'], ['warning', 'label', 'toxic', 'underwear'], ['buy']]",1.0
"[['jockey', 'fan', 'package', 'construct', 'start', 'unravel'], ['switch', 'hanes', 'cotton', 'waistband', 'fabric', 'sheer']]",1.0
"[['buy', 'panty', 'package'], ['34perfumed34', 'smell'], ['dont', 'not_fragrance', 'not_underwear']]",1.0
"[['excited', 'finally', 'bra', 'size', 'cup', 'gils', 'spill', 'squish', 'bottom', 'boobie', 'trap']]",1.0
"[['buyer', 'beware', 'hold', 'breast', 'surgery']]",1.0
[],1.0
"[['fairly', 'person', 'extra', 'weight', 'upper', 'thigh', 'minimize', 'dress', 'fitted', 'pant', 'didnt'], ['tight', 'lump', 'bump'], ['dissapointed']]",1.0
"[['pant', 'thick', 'dont', 'not_compress', 'not_clothes', 'not_fit', 'not_tighter'], ['expensive', 'waste', 'money']]",1.0
"[['cutoff', 'control', 'panty'], ['cutoff', 'regular', 'pantyhose'], ['control', 'pair', 'buy', 'sizing', 'chart'], ['reviewer', 'didnt', 'not_tight', 'not_tight'], ['regular', 'firm', 'control'], ['waste', 'money']]",1.0
"[['merrells', 'canada'], ['identical', 'stated', 'sizing', 'wonderful', 'pair', 'merrell', 'jungle', 'mocs', 'wear', 'comfortably', 'house', 'heel', 'slip', 'lot', 'toe', 'size'], ['wear'], ['merrell'], ['5'], ['return', 'properly', 'fitting', 'comfortable', 'tevas'], ['recommend', 'buy']]",1.0
"[['love', 'merrell', 'shoe', 'wear'], ['tyle', 'thhey', 'spueak', 'walk', 'box'], ['tolerate']]",1.0
"[['rip', 'wearing']]",1.0
"[['star'], ['huge'], ['fit'], ['leg', 'fit'], ['superman', 'costume'], ['cape', '34super', 'hero34', 'suit'], ['belt', 'detail', 'paint', 'bad', 'paint', 'peel', 'straight'], ['bad', 'amazon', 'slip']]",1.0
"[['sandal', 'breakin', 'period', 'ridiculous', 'absolutely', 'fit', 'foot', 'eee', 'eeeee'], ['soft', 'leather', 'nice', 'foot', 'comfortable'], ['wear'], ['eee'], ['size'], ['medium', 'absolutely', 'fit', 'foot', 'strap', 'cut', 'toe', 'absolutely', 'break', 'sandle'], ['wear', 'hour', 'loosen', 'dig', 'foot', 'create', 'bloody', 'welt'], ['sandal', 'unreturnable', 'wear', 'dirt', 'blood', 'strap'], ['worth', 'garbage', 'hour'], ['folk', 'break'], ['fit', 'foot', 'period'], ['save', 'money']]",1.0
"[['buy', 'carhartt', 'wear', 'husband'], ['happy', 'quality'], ['tee', 'cut', 'tight', 'hubby', 'weigh', 'pound'], ['buy', 'medium', 'size', 'wear', 'carhartt'], ['expect', 'quality', 'product', 'purchase'], ['wash', 'wear', 'throw'], ['clothes', 'manufacturer'], ['muscle', 'tee', 'cut']]",1.0
"[['tshirt', 'wear', 'shirt', 'wear'], ['buy', 'batch', 'replace', 'wear', 'notice', 'mexico', 'honduras', 'haiti'], ['fit', 'factory', 'fabric', 'weight', 'stretch', 'softness'], ['importantly', 'sizing', 'proportion'], ['shirt', 'mexico', 'noticeably', 'waist'], ['inconsistent', 'quality', 'construction', 'pattern'], ['quest', 'goto', 'workeveryday', 'wear', 'shirt'], ['trust', 'carhartt', 'brand', 'deliver', 'consistent', 'fitment'], ['company', 'produce', 'product', 'display', 'nicely', 'store', 'shelf', 'carhartt', 'function', 'fit'], ['wear', 'brand', 'clue', 'ergonomics', 'human', 'male'], ['btw'], ['slim', 'lb', 'wider', 'waist'], ['shirt', 'fit'], ['purchase', 'jersey', 'knit', 'shirt', 'produce', 'haiti'], ['shirt', 'haiti'], ['neck', 'adam', 'apple', 'front'], ['arm', 'shirt', 'fabric', 'bunch', 'arm', 'restrict', 'shoulder', 'movement', 'instantly', 'cover', 'deodorant', 'wax', 'sweat', 'stain', 'bind'], ['shirt', 'arm', 'camel', 'toe'], ['shoulder', 'tight', 'front', 'panel', 'panel', 'shirt', 'identical', 'pattern'], ['panel', 'suppose', 'front', 'human', 'chest'], ['arm', 'human', 'locate', 'clock', 'facing', 'forward', 'torso'], ['prove', 'arm'], ['easily', 'arm', 'chest'], ['detail', 'fine', 'shirt', 'material', 'stitching'], ['fitment', 'proportion', 'assembly', 'ultimately', 'ergonomic', 'functionality', 'distorted', 'wear', 'brand', 'future'], ['shirt'], ['fold', 'store', 'shelf']]",1.0
"[['product'], ['definition', 'color'], ['return'], ['picture']]",1.0
"[['buy', 'pair', 'husband'], ['quality', 'hear', 'talk', 'comfort', 'pair'], ['couple'], ['levis', 'relaxed', 'extra', 'nicely'], ['wash', 'couple', 'purchase', 'jean', 'weak', 'pocketscrotch', 'tear', 'easily'], ['carhartt', 'jean', 'amaze'], ['husband', 'love', 'comfort'], ['recommend', 'dress', 'jean'], ['handsome'], ['quality', 'carhartt', 'pay'], ['beat'], ['update', 'jean', 'purchase', 'wash', 'tear', 'corner', 'pocket'], ['review', 'pair', 'hold', 'pretty'], ['pocket', 'corner', 'frayingtearing', 'month'], ['laundry', 'detergent', 'dont', 'not_leave', 'not_washer'], ['guess', 'continue', 'sturdy', 'jean'], ['suggestion'], ['updatedjune', 'jean', 'suck'], ['return', 'pair', 'buy', 'carhardt'], ['seat', 'jean', 'finally', 'rip', 'month', 'wash'], ['patch', 'pair'], ['material', 'cheap']]",1.0
"[['purchase', 'shoe', 'replace', 'pair', 'walking', 'shoe'], ['love'], ['quality'], ['size', 'leave', 'lot', 'desire'], ['reviewer', 'shoe', 'size'], ['length', 'medium', 'width'], ['pair', 'rockport', 'sport', 'shoe'], ['size', 'barely'], ['width'], ['shoe', 'surprise', 'return', 'size', 'quality', 'control'], ['6month', 'wear', 'lot'], ['wear', 'pain'], ['shoe', 'store', 'front', 'lateral', 'shoe', 'taper', 'narrowly', 'start', 'base', 'toe'], ['walk', 'orthotics', 'foot', 'compress'], ['shoe'], ['buy', 'pair', 'shoe', 'taper'], ['wear', 'rockports'], ['pair', 'dont'], ['lift', 'sole', 'cover', 'inside'], ['cardboard'], ['pair', 'rockports', 'buy']]",1.0
"[['quality', 'price', 'expensive'], ['buy', 'product', 'caution']]",1.0
"[['reveal', 'wear', 'jean', 'decade'], ['safe', 'aware', 'jean', 'size'], ['write', 'review', 'wear', 'pair', 'size', '33wx32l', 'wrangler', 'jean', 'pair'], ['bring', 'model', 'wrangler', 'jean', 'purport', 'size', '33x32'], ['waist', 'size', 'pair', 'straight', 'size', 'label', 'ship', 'wrong', 'size', 'mistake'], ['seller', 'wrangler', 'jean', 'size', 'size'], ['wrangler', 'manufacture', 'jean', 'alive', 'ridiculous'], ['amazon', 'seller', 'amazon', 'directly', 'guess', 'pay', 'return', 'postage'], ['jean', 'label', 'mexico', 'assume', 'label', 'accurate'], ['suppose', 'outsource', 'whichever', 'nation', 'bidder', 'quality', 'control', 'accuracy', 'size', 'overlook', 'save', 'buck', 'peso'], ['lesson', 'learn', 'jean', 'personally', 'inspect', 'buy'], ['buy', 'jean', 'amazon', 'party', 'seller', 'sportsman', 'guide'], ['wrangler']]",1.0
"[['earings', 'break', 'week'], ['happy', 'break'], ['cheaply']]",1.0
"[['adult', 'decide', 'return', 'goddaughter'], ['infanttoddler', 'girl', 'pair', 'earring'], ['34cute34', 'teenytiny']]",1.0
"[['purchase', '14k', 'yellow', 'gold', '4mm', 'ball', 'earring', 'ball', 'fell', 'lose']]",1.0
"[['review', 'product', 'wellaware', 'short', 'post'], ['petite', 'wear'], ['earring', 'wear', 'secure'], ['earring', 'post', 'stick'], ['return']]",1.0
"[['receive', 'gift', 'rule', 'enjoy', 'wear', 'ball', 'earring', 'wear'], ['return', 'asap'], ['feel', 'plastic', 'gold', 'fall', 'dent', 'wearing'], ['pair', '14k', 'gold', 'ball', 'earring', 'jewelry', 'box', 'weigh'], ['intention', 'simply', '14k', 'gold', 'suppose', 'serve', 'purpose', 'pretty', 'serviceable', 'pair', 'earring']]",1.0
"[['receive', 'earring', 'jeweler', 'gold', 'react', 'magnet', 'disappointed', 'pay', 'fake', 'gold', 'wear', 'hurt', 'bad', 'luck', 'department', 'fallon', 'earring', 'lose', 'stud']]",1.0
"[['pair', 'hoop', 'earring', 'yellow', 'white', 'gold'], ['worn', 'style', 'earrings', 'manage', 'lose'], ['perfect', 'outrageous', 'increase', 'price', 'gold', 'decide'], ['size', 'perfect', 'piercing', 'wire'], ['flat', 'piece', 'gold', 'wider', 'diameter', 'wire', 'terribly', 'uncomfortable'], ['person', 'stretch', 'piercings', 'bother', 'deal', 'breaker'], ['earring', 'closure'], ['tight', 'closure', 'tight', 'live'], ['loose', 'unhooked', 'lose'], ['needless', 'terribly', 'disappointed'], ['person', 'wear', 'diameter', 'earring', 'deal', 'pair', 'decent', 'closure'], ['beautiful', 'shiny', 'excellent', 'size'], ['thick', 'earring', 'hurt', 'wire', 'style', 'clasp']]",1.0
"[['sneaker', 'fit', 'fine', 'material', 'cover', 'foot', 'dig', 'foot', 'bad'], ['wear', 'store', 'buy', 'pair', 'flip', 'flop', 'stand', 'pain'], ['wore', 'house', 'return', 'refund'], ['throw', 'money', 'crappy', 'pair', 'sneaker']]",1.0
[],1.0
"[['levi'], ['crappy', 'jean'], ['levi', 'lee', 'premium', 'jean'], ['lee', 'premium', 'expect', 'levi'], ['happily', 'move', 'lee'], ['bunch', 'lee', 'jean', 'amazon'], ['lee']]",1.0
"[['cheap', 'quality', 'smell', 'wet', 'cloth', 'animal', 'waste'], ['rid', 'smell']]",1.0
"[['wash', 'jean', 'label', 'direction', 'fit'], ['extremely', 'feel', 'waste', 'money']]",1.0
"[['move', 'quality', 'product', 'foreign', 'country', 'manufacture'], ['worn', 'levis', '501s', '501s', 'product', 'levi'], ['pure', 'garbage', 'pair'], ['bummer', 'american', 'product', 'ship', 'overseas', 'cheap', 'labor', 'manufacturer'], ['advocate', 'boycott', 'levi', 'return', 'quality', 'famous'], ['replacement'], ['wrangler']]",1.0
"[['advertise', 'preshrunk', 'continue', 'shrink', 'drastically', 'wrinkle', 'hideous'], ['color'], ['517s', 'stay', 'true', 'fit', 'wrinkle']]",1.0
"[['didnt', 'not_button', 'not_button'], ['wear', 'inconvenient'], ['wouldnt', 'recommend']]",1.0
"[['dozen', 'pair', 'fit', 'perfectly'], ['weird', 'cut', 'irregular'], ['disappointing']]",1.0
"[['dont', 'not_stupid', 'not_levi', 'not_corporation'], ['levi', 'jean', 'manufacture', '1950s', 'sell', 'dollar', 'york', 'company', 'relentlessly', 'degrade', 'product', 'trade'], ['stupid', 'compete', 'slave', 'chinese', 'concentration', 'camp', 'accept', 'product', 'manufacture', 'africa', 'south', 'america'], ['original', 'rivet', 'denim', 'fabric', 'bad', 'quality', 'seam', 'fray', 'cuff', 'belt', 'loops', 'fall', 'appearance', 'achieve', 'shabby', 'tissue'], ['fool', 'intelligence', 'realize', 'people', 'pay', 'dollar', 'jean', 'produce', 'design', 'material', 'workmanship', '1940s'], ['living']]",1.0
"[['paper', 'fabric', '501s', 'yesteryear'], ['fit', 'unreliable'], ['feel', 'disappointing'], ['buy', 'levi', 'denim', 'material'], ['absolutely', 'disgust']]",1.0
"[['nice', 'buy', 'jean'], ['size', '501s', 'husband'], ['size', 'mark', '2nds'], ['trust', 'review', 'dont', 'not_bother', 'not_waste']]",1.0
[],1.0
"[['watch', 'receive', 'titanium', 'dial', 'lead', 'fake'], ['return', 'wait', 'refund'], ['buy', 'watch', 'merchant'], ['purchase', 'skagen', 'model', 'jomashop'], ['update', 'return', 'watch', 'watchstar'], ['guess'], ['doesnt', 'not_titanium', 'not_dial'], ['suspect', 'amazon', 'send', 'return'], ['guess', 'offer', 'faulty', 'product']]",1.0
"[['purchase', 'brand', 'size', 'knee'], ['leg', 'pretty', 'pound', 'knee', 'suppose', 'fit', 'heavy'], ['true'], ['return', 'pair', 'stockingsknee', 'wear', 'torture'], ['short', 'impossible', 'regular', 'stocking', 'wont', 'choke', 'waist', 'knee'], ['34q34', 'size', 'elastic', 'terribly', 'uncomfortable'], ['idea', 'contact']]",1.0
"[['buy', 'product'], ['zipper', 'break', 'compartment', 'utterly', 'useless'], ['purchase', 'liquid', 'prevent', 'spillage', 'suitcase', 'behold']]",1.0
"[['item', 'picture'], ['picture'], ['bottom', 'plastic', 'hold', 'powder', 'picture'], ['hold', 'item'], ['horrible', 'smell', 'burn', 'plastic'], ['air', 'wait', 'seller', 'bad'], ['review', 'mention'], ['seller', 'response', 'insult'], ['buy'], ['purchase', 'amazon'], ['dedicated', 'amazon', 'buyer', 'amazon', 'removethis', 'seller', 'bring', 'quality', 'amazon', 'image']]",1.0
"[['purchase', 'shoe', 'husband', 'oppose', 'wear', 'initially'], ['coaxing', 'rave', 'comfort', 'sperry', 'convert'], ['wear', 'week', 'fall'], ['return', 'pair', 'size', 'mark'], ['sooo', 'return'], ['buy', 'person', 'amazon', 'trust', 'deliver', 'quality', 'product', 'size', 'correctly']]",1.0
"[['cheap', 'wear', 'wash', 'lose', 'texture', 'loose', 'shrank', 'internet']]",1.0
"[['material', 'cheap'], ['wash', 'shrank', 'loose'], ['unhappy', 'purchase'], ['regret', 'buy']]",1.0
"[['feel', 'item', 'communism', 'theory', 'reality', 'fall', 'literally'], ['excited', 'item', 'arrive', 'hinge', 'break', 'wthe', 'screw', 'fall'], ['fluke', 'half', 'lid', 'screw', 'totally', 'split'], ['basically', 'item', 'bunch', 'trouble', 'return'], ['tempting', 'advice', 'stay']]",1.0
"[['week'], ['surprise', 'timexs'], ['week', 'watch']]",1.0
"[['functionality', 'countdown', 'timer', 'alarm'], ['didnt'], ['mexico', 'condensation', 'watch', 'glass', 'humid'], ['scuba', 'dive'], ['watch', 'useless'], ['recommend', 'cheap', 'casio', 'band', 'break']]",1.0
"[['watch', 'lose', 'minute', 'wont'], ['battery', 'didnt'], ['expensive', 'fall']]",1.0
"[['size', 'woman', 'decide', 'figure', 'fit', 'comfortably', 'regular', 'size'], ['fit', 'terribly', 'easy'], ['wear', 'size', 'clothing', 'barely', 'knee', 'fit', 'tight', 'roll'], ['terrible', 'buy']]",1.0
"[['timex', 'company'], ['watch'], ['watch', 'item', 'box'], ['company', 'box', 'christmas', 'item', 'check', 'item', 'clock'], ['plastic', 'strip'], ['buy', 'timex', 'love', 'buy', 'watch'], ['start', 'buy', 'quality', 'watch', 'cheap']]",1.0
"[['buy', 'sixyear', 'daughter'], ['wear', 'pool', 'fill', 'water'], ['extremely', 'disappoint', 'timex', 'product'], ['daughter', 'watch', 'guess']]",1.0
"[['pair', 'package', 'pair']]",1.0
"[['pair', 'husband', 'quality', 'fabric', 'harsh'], ['stiff']]",1.0
"[['stocking', 'twenty', 'minute'], ['exceptional'], ['start', 'toe', 'creep', 'foot'], ['nude', 'color', 'bad', 'dead'], ['pale', 'mannequin'], ['hideous', 'cheap'], ['dont', 'not_buy']]",1.0
"[['worth', 'dollar'], ['horrible', 'quality', 'stay', 'thigh'], ['size', 'fell', 'ankle'], ['complain', 'tight', 'stocking', 'blah'], ['opinion', 'bit', 'quality']]",1.0
"[['love', 'leg', 'avenue', 'quality'], ['feel', 'nylon', 'uncomfortable'], ['lose', 'shape', 'saggy'], ['product'], ['seller', 'spot']]",1.0
"[['angry'], ['leisure'], ['buy', 'house', 'company'], ['forget'], ['braless'], ['supportive', 'wear', 'bra', 'comfy'], ['lead', 'lady'], ['program'], ['bra', 'fit', 'boob'], ['isnt'], ['boob'], ['black', 'bra', 'review']]",1.0
"[['wear'], ['bra', 'receive', 'size', 'incorrectly'], ['comfortable', 'bra'], ['return']]",1.0
"[['pretty', 'bra', 'sizing'], ['return', 'pity', 'cute'], ['size', 'correctly']]",1.0
"[['buy', 'navy', 'foldover', 'jersey', 'skirt', 'color', 'summer', 'panty', 'promise'], ['didnt'], ['period']]",1.0
"[['promise', 'panty', 'panty', 'bad', 'panty', 'panty', 'worn'], ['cool']]",1.0
"[['buy', 'navy', 'foldover', 'jersey', 'skirt', 'color', 'summer', 'panty', 'promise'], ['didnt'], ['period']]",1.0
"[['sweaty', 'weird', 'wear', 'plastic'], ['snag', 'washing'], ['design', 'wash']]",1.0
"[['disappointed'], ['return'], ['wasnt', 'not_soft', 'not_definantly', 'not_uncomfortable'], ['cup', 'strange'], ['cup', 'extend', 'extremely', 'narrow'], ['resemble', 'balloon', 'wasnt', 'not_blow'], ['description']]",1.0
"[['wear', 'bali', 'bra', 'purchase', 'amazon'], ['mistake'], ['material', 'uncomfortable', 'wear']]",1.0
"[['cage'], ['mistagged'], ['beautiful', 'size', 'feel']]",1.0
"[['workout', 'bra', 'girl', 'smashed', 'hurt', 'workout', 'bra', 'doesnt', 'not_smush', 'not_breast'], ['didnt', 'not_wear', 'not_regular', 'not_bra', 'not_sort', 'not_defeat', 'not_purpose', 'not_workout', 'not_bra', 'not_continue']]",1.0
"[['bra', 'size', 'fine', 'cup', 'usally', 'bag'], ['bra', 'fit', 'bras', 'fit'], ['manufacture', 'bra', 'donation', 'bin'], ['bad', 'wasted', 'money', 'continue', 'choice', 'wear', 'bra']]",1.0
"[['item', 'star', 'arrive'], ['bra', 'cheap', 'horrible'], ['support'], ['mention', 'bra', 'breast', 'pointy'], ['shape', 'funny'], ['process', 'return', 'item']]",1.0
"[['wow', 'pretty', 'shock', 'positive', 'review', 'bra'], ['cup', 'shape', 'weird', 'boobs', 'torpedo'], ['push', 'wayyy'], ['stick', 'shape', 'chest', 'unnatural'], ['bueno'], ['reviewer', 'experience', 'bra'], ['send'], ['bali', 'boobs', 'feel', 'itchy']]",1.0
"[['stretch', 'strapsthey', 'silky', 'fall', 'shoulder'], ['cup', 'size', 'bali', 'bra'], ['stick', 'buy', 'store']]",1.0
"[['positive', 'review', 'bra', 'surprise', 'disappoint'], ['comfortable', 'stretchie', 'fit', 'true', 'size', 'complaint', 'cup', 'support', 'lady', 'bra', 'torpedo', 'boob'], ['improvement', 'couple', 'wet', 'noodle'], ['true', 'support', 'wire', 'deliver'], ['worth', 'postage', 'send'], ['glamorise', 'magic', 'lift', 'awesome']]",1.0
"[['double', 'support', 'bra', 'support'], ['strap', 'stay', 'girl', 'drop'], ['reccommend', 'support']]",1.0
"[['elasticrubber', 'band', 'garter', 'belt'], ['isnt'], ['wont', 'stay', 'roll', 'wear', 'stay']]",1.0
"[['product'], ['stayup', 'istockings', 'wear', 'garter', 'belt']]",1.0
"[['notice', 'frayed', 'edge', 'unravel', 'package'], ['manage', 'imagine', 'pair', 'leggs'], ['bit', 'imagine', 'garter', 'luck', 'straight'], ['sit', 'dinner', 'stand', 'garter', 'rid', 'halfway', 'butt'], ['host', 'knee', 'midthigh', 'skirt'], ['nope', 'trash']]",1.0
"[['earlier', 'buy', 'size', 'style', 'color', 'levi', 'purchase', 'pair'], ['mistake'], ['fit', 'close', 'pair', 'buy', 'store'], ['pocket', 'stitch', 'color', 'thread', 'orange', 'white']]",1.0
"[['thinner', 'material', 'loop', 'yeah', 'customer'], ['riiight'], ['cheap', 'ago'], ['waist', 'cut'], ['levi', 'lose', 'life', 'brand', 'consumer', 'docker', 'brand'], ['glad', 'save', 'nickel', 'removal', 'belt', 'loop']]",1.0
