reviewtext,rating
"[['ride', 'bike', 'seat', 'cover', 'pleased'], ['nice', 'soft', 'center', 'cutout', 'comfortable', 'flat', 'seat', 'pad'], ['bike', 'ride', 'sticky', 'white', 'blob', 'cover'], ['leak', 'fabric'], ['didnt', 'not_deal'], ['excess', 'leaking', 'extra', 'squeeze'], ['luck'], ['leak', 'lump', 'rode'], ['realize', 'leak', 'fabric', 'shift', 'center', 'cutout'], ['heavy', 'needle', 'thread', 'stitch', 'edge', 'cutout', 'effort', 'hold', 'didnt'], ['shift', 'center', 'pad', 'shifting', 'direction', 'create', 'uncomfortable', 'bump', 'bulge'], ['barely', 'seat', 'cover', 'month', 'bedraggle', 'lumpy', 'mess'], ['buy', 'advice', 'dont']]",1.0
"[['arrive', 'disappointed'], ['broken', 'globe', 'resend'], ['suppose', 'stock', 'stuffer', 'dont', 'not_people', 'not_stuff', 'not_dont', 'not_recommend']]",1.0
"[['pay'], ['strap', 'watch'], ['watch', 'cheap'], ['strap', 'break', 'watch', 'strap']]",1.0
"[['heart', 'monitor'], ['display'], ['calorie', 'burnt', 'counter', 'kcal', 'regular', 'calorie'], ['treadmill', 'compare', 'calorie', 'burn', 'distance'], ['pedometer', 'burn', 'kcal', 'walk', 'total', 'treadmill', 'burn', 'calorie'], ['calculate', 'kcal', 'close', 'treadmill', 'measurement'], ['dissapointed'], ['buy', 'review', 'accurate'], ['compare'], ['bike', 'treadmill']]",1.0
"[['terrible', 'frisbee'], ['doesnt', 'not_break', 'not_half', 'not_15th', 'not_throw', 'not_land', 'not_porch', 'not_snap', 'not_half', 'not_waste', 'not_money']]",1.0
"[['learn', 'cook', 'cast', 'iron', 'ago'], ['sell', 'cast', 'iron', 'crap'], ['cast', 'iron', 'cookware', 'surface', 'inside', 'bottom', 'season', 'flat', 'surface'], ['junk', 'pass', 'grit', 'mold', 'leave', 'inside'], ['heavy', 'grinder', 'stuff', 'useable'], ['totally', 'worthless', 'junk']]",1.0
"[['buy', 'ago', 'lining', 'start', 'peel'], ['contact', 'sigg', 'website', 'inquire', 'replacement', 'warranty', 'receive', 'response', 'whatsoever'], ['failure', 'honor', 'warranty', 'completely', 'unacceptable', 'view'], ['recommend', 'avoid', 'issue', 'sigg', 'lining', 'buy', 'stainless', 'steel', 'bottle'], ['replace', 'sigg', 'hydro', 'flask']]",1.0
"[['sigg', 'feed', 'fear', 'bpa', 'profit', 'buy', 'bpaladen', 'bottle'], ['punish', 'evil', 'dont', 'not_buy', 'not_product']]",1.0
"[['piece', 'junk'], ['noise', 'rating', 'quality', 'amplify', 'audio'], ['china'], ['replace', 'battery'], ['construct'], ['recommend']]",1.0
"[['dont', 'not_buy'], ['pair', 'withing', 'minute', 'ideal', 'condition']]",1.0
"[['pair'], ['wonderful', 'lasted', 'hear', 'foot'], ['pair', 'month', 'audio'], ['unit'], ['pair', 'junk'], ['volume', 'reduce', 'couple', 'week', 'month'], ['buy', 'howard', 'leigh']]",1.0
"[['update', 'downgrade', 'recommendation'], ['incredibly', 'frustrate', 'basic', 'indicator', 'device'], ['marking', 'earphone', 'onoff'], ['lazy', 'design', 'lazy', 'engineering', 'lazy', 'thinking'], ['dont', 'not_deserve', 'not_hardearned', 'not_money'], ['earphone'], ['gun', 'range', 'sound'], ['example1'], ['lead', 'indicator', 'earpiece'], ['annoy', 'drain', 'battery', 'careful'], ['addition', 'onoff', 'indicator', 'lead'], ['hearing', 'protector', 'adjustable', 'head', 'band'], ['head', 'size'], ['xl', 'head', 'barely', 'cover'], ['instal', 'battery', 'major', 'headache', 'userfriendly'], ['graduate', 'degree', 'minute', 'figure'], ['bottom', 'money', 'expect'], ['pay', 'model']]",1.0
"[['amplify', 'sound', 'useless', 'factory', 'constant', 'noise', 'echo', 'distance'], ['walk', 'concrete', 'footstep', 'isolate', 'headphone', 'phone', 'mute', 'half', 'step'], ['hear', 'walk'], ['hot', 'uncomfortable', 'feel', 'wear'], ['goldbox', 'deal', 'send', '7', 'model', 'pay'], ['send', '6', 'model', 'retail', 'amazon', 'didnt', 'not_notice', 'not_week']]",1.0
"[['recomend'], ['snarpen', 'schrade', 'dollar', 'knife']]",1.0
"[['china', 'product', 'description'], ['homework', 'price']]",1.0
"[['dulling', 'stone'], ['sharp']]",1.0
"[['scope', 'season'], ['mount', 'rra', 'ar15'], ['initially', 'scope'], ['korea', 'zoom', 'smoothly', 'versatile', 'stay', 'tight', 'mount', 'consistently', 'accurate'], ['500rds', 'amaze', 'crosshairs', 'fell'], ['crosshairs', 'literally', 'fell'], ['lens', 'fine', 'scope', 'drop', 'abuse'], ['lens', 'crosshairs', 'simply', 'scatter'], ['weird'], ['scope', 'pay'], ['retail', 'quality'], ['hold'], ['guess'], ['pretty', 'disastrous', 'failure', 'hunt', 'food'], ['pay']]",1.0
"[['favor', 'spend', 'extra', 'money', 'gps', 'laser', 'rangefinder'], ['product']]",1.0
"[['install', 'cap', 'bike', 'rack', 'crossbars', 'fight'], ['suitable', 'reinstallation'], ['price', 'product', 'meet', 'quality']]",1.0
"[['florida', 'lot', 'heat', 'humidity', 'rain'], ['rack', 'system', 'tower', 'set', 'cap'], ['start', 'crack', 'molding', 'injection', 'crazy'], ['cheap', 'spending', 'set', 'stupid', 'cap']]",1.0
"[['complete', 'garbage', 'huge', 'waste', 'money'], ['cap', 'standard', 'yakima', 'bar'], ['lube', 'food', 'grade', 'grease', 'care', 'center', 'tap', 'palm'], ['piece', 'junk', 'crack', 'eye'], ['reviewer', 'buy', 'standard', 'inch', 'rubber', 'table', 'foot', 'fit', 'perfectly', 'fine', 'benefit', 'bit', 'cushion', 'stray', 'head', 'bump'], ['yakima', 'steal', 'money', 'worthless', 'piece', 'junk', 'embarrass'], ['disgust', 'sunk', 'dollar', 'building', 'roof', 'rack', 'rid', 'principle'], ['advantage', 'tantamount', 'theft', 'guarantee', 'break', 'cracked', 'cap'], ['negative', 'star']]",1.0
"[['spent', 'fortune', 'yakima', 'rack', 'system', 'replace', 'brand', 'car'], ['instal', 'tower', 'clip', 'lock', 'cap', 'happy'], ['notice', 'cap', 'split', 'loose'], ['check', 'cap', 'opposite', 'split'], ['rack', 'instal', 'carry', 'cargo', 'box', 'total'], ['cargo', 'box', 'close', 'cap', 'damage'], ['faulty', 'design', 'plain', 'cheap', 'material'], ['yakima'], ['replace', 'yakima', 'product', 'modify', 'serve', 'purpose'], ['highly', 'disappointed', 'product']]",1.0
"[['survival', 'situation'], ['flammable'], ['planned', 'camping', 'plan', 'start', 'fire'], ['start', 'fire', 'blast', 'match', 'wood']]",1.0
"[['seller', 'sell', 'outrageous', 'price'], ['bicycle', 'source', 'refuse', 'cancel', 'realize', 'ridiculous', 'price', 'insists', 'charge', 'huge', 'fee', 'return']]",1.0
"[['short'], ['fit', 'pad', 'nice'], ['thread', 'start'], ['defective', 'piece']]",1.0
"[['purchase', 'reel', 'week', 'ago', 'vendor'], ['reel', 'reel'], ['love', 'rear', 'drag', 'reel'], ['reelhowever', 'disaster'], ['reel', 'drag'], ['set', 'hook'], ['bail', 'drag'], ['30lb', 'powerpro', 'reel', 'diameter', '10lb'], ['reel', 'cast', 'fine', 'drag'], ['buy', 'reel', 'reel', 'company'], ['muskie', 'reel'], ['dont', 'not_waste', 'not_money', 'not_buy', 'not_quality', 'not_ball', 'not_bearing']]",1.0
"[['huge', 'fan'], ['basically', 'worthless'], ['pole', 'true', 'pole', 'inch', 'diameter'], ['pole', 'size'], ['pretty'], ['fit', 'typical', 'basketball', 'pole', 'inch'], ['strap', 'velcro', 'secure', 'pole', 'worthless'], ['design', 'force', 'buy', 'pole', 'item'], ['notice', 'picture', 'pole', 'diameter', 'item'], ['worthless', 'spend', 'money', 'buy', 'pole', 'equipment'], ['dont', 'not_waste', 'not_money']]",1.0
"[['perchused', 'ago', 'combo', 'pack'], ['rodi', 'cought', '4ib', 'smalliesthen', 'summer', 'finaly', 'break'], ['fisrt', 'impress', 'revision', 'guide'], ['original'], ['relize', 'pole', '4ft'], ['throw', 'daiwa', 'crossfire'], ['lake', 'pick', 'sculpin', 'brim'], ['cast', 'rod', 'snap', 'middle'], ['didnt', 'not_reel'], ['splinter', 'snap'], ['132oz', 'weight']]",1.0
"[['ultralight', 'action', 'rod', 'length', 'rod'], ['pull', 'rod', 'rod', 'glue', 'rod', 'whippy'], ['notice', 'amount', 'arcbending', 'rod', 'handle', 'reel', 'lure', 'wouldnt', 'feel', 'lure', 'meaning', 'tough', 'detect', 'nibble', 'bait', 'bobber'], ['limited', 'bobber', 'fish', 'rod', 'shorten', 'rod', 'rod', 'wouldnt', 'bend', 'circle', 'catch', 'fish'], ['btw', 'eyelet', 'allmetal', 'ceramic', 'inside', 'loop', 'avoid', 'eventually', 'tearing', 'live', 'allmetal', 'guide', 'cheap', 'price', 'base', 'dont'], ['grip', 'handle', 'nice', 'comfortable', 'sponge'], ['fit', 'base', 'reel'], ['tiny', 'telescopic', 'rod', 'brand', 'rod', 'junk', 'telescopic', 'rod', 'wont', 'hold', 'reel']]",1.0
"[['shock', 'quality', 'rod', 'shakespeare', 'rod', 'expect', 'produce', 'bad']]",1.0
"[['buy', 'rod', 'backpacking', 'trip', 'mountain', 'lake'], ['easily', 'fit', 'outer', 'pocket', 'pack'], ['decent', 'cast'], ['catch', 'trout', 'fine'], ['break', 'collapse'], ['extend', 'collapse'], ['recommend']]",1.0
"[['buy', 'cheap', 'rod', '4ft', '6inch', 'ulto', 'car', 'impromtu', 'fishing', 'trip'], ['rod', 'jam', 'fisrt', 'rod', 'extend', 'defeat', 'purpose', 'telescopic', 'rod'], ['return', 'refund']]",1.0
"[['hunt'], ['idea', 'people'], ['walk', 'nice', 'stand', 'easy', 'dont', 'not_stalk'], ['hunt', 'public', 'land', 'hike', 'mile', 'mile', 'trhough', 'nasty', 'stuff'], ['catch', 'fall', 'arrow', 'fall', 'plain', 'simple', 'silly'], ['strap', 'backwards', 'pack', 'paracord', 'wood', 'pain'], ['return', 'store']]",1.0
"[['manage', 'break', 'set', 'screw', 'minute', 'package', 'buy', 'golden', 'tm', 'hunter', 'myother', 'bow'], ['junk'], ['nap'], ['star', 'rating']]",1.0
[],1.0
"[['package'], ['hissing', 'sound'], ['product', 'suck'], ['waste', 'money']]",1.0
"[['excited', 'guide', 'box', 'inventory'], ['company', 'fail', 'bolt', 'hex', 'nut'], ['waste', 'gas', 'additional', 'money', 'store', 'equipment', 'install', 'guide'], ['unacceptable', 'hardware', 'project', 'complete', 'set', 'arrival']]",1.0
"[['guide', 'pvc', 'glue'], ['tighten', 'support', 'rail', 'doesnt', 'not_move', 'not_youll', 'not_crack', 'not_pvc']]",1.0
"[['product', 'claim', 'restore', 'plastic', 'minute', 'scrub', 'headlight', 'cover', 'terry', 'cloth', 'recommend', 'noticeable', 'difference'], ['bodybuilding', 'strength', 'pressure', 'application'], ['product', 'dont', 'not_mention', 'not_competitor', 'not_dontits', 'not_novus', 'not_3step', 'not_system']]",1.0
"[['buy', 'product', 'reduce', 'micro', 'fine', 'scratch', 'collection', 'plastic', 'welding', 'helmet', 'eyeglass', 'insert', 'essentially', 'cheater', 'welder'], ['routine', 'bottle', 'period', 'sample'], ['scuff', 'scratch'], ['total', 'hour', 'buff', 'flannel', 'shirt', 'piece', 'plastic', 'improvement'], ['scratch', 'visible'], ['eyeglass', 'insert', 'amazon'], ['sooooooo', 'math'], ['spend', 'hour', 'dollar', 'item'], ['hire', 'prosecute', 'pay', 'minimum', 'wage'], ['retrospect', 'deteremined', 'scratch', 'product', 'remove'], ['scratch', 'wallet', 'bro']]",1.0
"[['product', 'defiantly', 'remove', 'water', 'spot', 'dark', 'color', 'scratch', 'paint', 'coat', 'fast']]",1.0
"[['rod', 'heavy', 'handle', 'rod', 'ceramic', 'guide', 'insert', 'easily', 'break'], ['rod', 'stick'], ['needless', 'save', 'moneypay', 'bit', 'extra', 'rod', 'daiwa', 'beefstick'], ['dont', 'not_rod'], ['return', 'amazon', 'nasty', 'cut', 'ceramic', 'guide', 'break']]",1.0
[],1.0
"[['leak', 'start', 'valve', 'onoff', 'fitting'], ['stout']]",1.0
"[['star'], ['product', 'unfinished', 'couple', 'gouge'], ['worth', 'hassle', 'return'], ['product', 'suffer', 'gouge', 'ship', 'defect', 'attribute', 'quality', 'control'], ['dont', 'not_buy', 'not_tyr']]",1.0
"[['frame', 'distort', 'screw', 'fall', 'lid', 'wont', 'lock', 'frame', 'distort', 'handle', 'pop', 'attachment']]",1.0
[['itnice']],1.0
"[['tennis', 'ball', 'quality', 'price', 'gouge', 'amazon'], ['buy', 'ball'], ['week', 'price', 'triple'], ['58can'], ['purchase', 'online', 'midwest', 'sport'], ['buy']]",1.0
"[['surprise', 'heavy', 'yaaay'], ['quality', 'expect', 'pleased'], ['size', 'perfect', 'draw', 'row', 'reference'], ['connector', 'smooth', 'bit', 'grease', 'iton'], ['finish', 'pretty', 'decent'], ['update', 'reduce', 'rating', 'triceps', 'unusable', 'amount', 'weight', 'curve', '90degree', 'bend'], ['buckle', 'upward', 'half', 'straight', 'portion', 'half', 'degree', 'bend', 'bar'], ['suck', 'overprice', 'single', 'usefor', 'row', 'item']]",1.0
"[['speed', 'loader', 'wifes', 'taurus', 'cylinder', 'swingout', 'proper', 'operation', 'cylinder', 'release', 'lever'], ['list', 'wifes', 'gun', 'drop', 'cylinder', 'angle'], ['klutzy', 'operation'], ['useless']]",1.0
"[['sw', 'frame'], ['speed', 'loader', 'fails', 'job'], ['literature', 'fit', 'weapon', 'false'], ['factory', 'stock', 'grip', 'weapon', 'speed', 'loader', 'jam', 'grip'], ['speedy', 'load'], ['dead'], ['fiddling', 'speed', 'loader', 'extract', 'load', 'simply', 'load', 'shell', 'cylinder'], ['bianchi', 'speed', 'strip', 'sell', 'amazon', 'rate'], ['expect', 'speed', 'loader', 'frame'], ['safety', 'family', 'purchase', 'product']]",1.0
